$3625 $ , $4.4474 \cdot 10^{-10} $ , $1.6233 \cdot 10^{-6} $ , $5.9251 \cdot 10^{-3} $ , $2.1627 \cdot 10^{1} $ , $7.8937 \cdot 10^{4} $ 
$3650 $ , $4.2490 \cdot 10^{-10} $ , $1.5615 \cdot 10^{-6} $ , $5.7385 \cdot 10^{-3} $ , $2.1089 \cdot 10^{1} $ , $7.7502 \cdot 10^{4} $ 
$3675 $ , $4.0593 \cdot 10^{-10} $ , $1.5020 \cdot 10^{-6} $ , $5.5571 \cdot 10^{-3} $ , $2.0562 \cdot 10^{1} $ , $7.6077 \cdot 10^{4} $ 
$3700 $ , $3.8778 \cdot 10^{-10} $ , $1.4445 \cdot 10^{-6} $ , $5.3807 \cdot 10^{-3} $ , $2.0044 \cdot 10^{1} $ , $7.4661 \cdot 10^{4} $ 
$3725 $ , $3.7044 \cdot 10^{-10} $ , $1.3892 \cdot 10^{-6} $ , $5.2093 \cdot 10^{-3} $ , $1.9535 \cdot 10^{1} $ , $7.3255 \cdot 10^{4} $ 
$3750 $ , $3.5385 \cdot 10^{-10} $ , $1.3358 \cdot 10^{-6} $ , $5.0426 \cdot 10^{-3} $ , $1.9036 \cdot 10^{1} $ , $7.1860 \cdot 10^{4} $ 
$3775 $ , $3.3799 \cdot 10^{-10} $ , $1.2844 \cdot 10^{-6} $ , $4.8806 \cdot 10^{-3} $ , $1.8547 \cdot 10^{1} $ , $7.0476 \cdot 10^{4} $ 
$3800 $ , $3.2283 \cdot 10^{-10} $ , $1.2349 \cdot 10^{-6} $ , $4.7232 \cdot 10^{-3} $ , $1.8067 \cdot 10^{1} $ , $6.9104 \cdot 10^{4} $ 
$3825 $ , $3.0834 \cdot 10^{-10} $ , $1.1871 \cdot 10^{-6} $ , $4.5704 \cdot 10^{-3} $ , $1.7596 \cdot 10^{1} $ , $6.7744 \cdot 10^{4} $ 
$3850 $ , $2.9449 \cdot 10^{-10} $ , $1.1412 \cdot 10^{-6} $ , $4.4219 \cdot 10^{-3} $ , $1.7135 \cdot 10^{1} $ , $6.6398 \cdot 10^{4} $ 
$3875 $ , $2.8125 \cdot 10^{-10} $ , $1.0969 \cdot 10^{-6} $ , $4.2778 \cdot 10^{-3} $ , $1.6684 \cdot 10^{1} $ , $6.5064 \cdot 10^{4} $ 
$3900 $ , $2.6859 \cdot 10^{-10} $ , $1.0543 \cdot 10^{-6} $ , $4.1378 \cdot 10^{-3} $ , $1.6241 \cdot 10^{1} $ , $6.3745 \cdot 10^{4} $ 
$3925 $ , $2.5649 \cdot 10^{-10} $ , $1.0132 \cdot 10^{-6} $ , $4.0019 \cdot 10^{-3} $ , $1.5808 \cdot 10^{1} $ , $6.2440 \cdot 10^{4} $ 
$3950 $ , $2.4493 \cdot 10^{-10} $ , $9.7360 \cdot 10^{-7} $ , $3.8701 \cdot 10^{-3} $ , $1.5384 \cdot 10^{1} $ , $6.1149 \cdot 10^{4} $ 
$3975 $ , $2.3389 \cdot 10^{-10} $ , $9.3553 \cdot 10^{-7} $ , $3.7421 \cdot 10^{-3} $ , $1.4969 \cdot 10^{1} $ , $5.9874 \cdot 10^{4} $ 
$4000 $ , $2.2333 \cdot 10^{-10} $ , $8.9888 \cdot 10^{-7} $ , $3.6180 \cdot 10^{-3} $ , $1.4563 \cdot 10^{1} $ , $5.8614 \cdot 10^{4} $ 
$4025 $ , $2.1324 \cdot 10^{-10} $ , $8.6360 \cdot 10^{-7} $ , $3.4976 \cdot 10^{-3} $ , $1.4166 \cdot 10^{1} $ , $5.7369 \cdot 10^{4} $ 
$4050 $ , $2.0360 \cdot 10^{-10} $ , $8.2965 \cdot 10^{-7} $ , $3.3808 \cdot 10^{-3} $ , $1.3777 \cdot 10^{1} $ , $5.6141 \cdot 10^{4} $ 
$4075 $ , $1.9284 \cdot 10^{-10} $ , $7.9062 \cdot 10^{-7} $ , $3.2416 \cdot 10^{-3} $ , $1.3291 \cdot 10^{1} $ , $5.4491 \cdot 10^{4} $ 
$4100 $ , $1.8110 \cdot 10^{-10} $ , $7.4704 \cdot 10^{-7} $ , $3.0816 \cdot 10^{-3} $ , $1.2712 \cdot 10^{1} $ , $5.2434 \cdot 10^{4} $ 
$4125 $ , $1.7020 \cdot 10^{-10} $ , $7.0630 \cdot 10^{-7} $ , $2.9312 \cdot 10^{-3} $ , $1.2165 \cdot 10^{1} $ , $5.0482 \cdot 10^{4} $ 
$4150 $ , $1.6006 \cdot 10^{-10} $ , $6.6823 \cdot 10^{-7} $ , $2.7899 \cdot 10^{-3} $ , $1.1648 \cdot 10^{1} $ , $4.8629 \cdot 10^{4} $ 
$4175 $ , $1.5062 \cdot 10^{-10} $ , $6.3261 \cdot 10^{-7} $ , $2.6570 \cdot 10^{-3} $ , $1.1160 \cdot 10^{1} $ , $4.6869 \cdot 10^{4} $ 
$4200 $ , $1.4184 \cdot 10^{-10} $ , $5.9927 \cdot 10^{-7} $ , $2.5319 \cdot 10^{-3} $ , $1.0698 \cdot 10^{1} $ , $4.5196 \cdot 10^{4} $ 
$4225 $ , $1.3366 \cdot 10^{-10} $ , $5.6805 \cdot 10^{-7} $ , $2.4142 \cdot 10^{-3} $ , $1.0261 \cdot 10^{1} $ , $4.3607 \cdot 10^{4} $ 
$4250 $ , $1.2604 \cdot 10^{-10} $ , $5.3879 \cdot 10^{-7} $ , $2.3034 \cdot 10^{-3} $ , $9.8467 \cdot 10^{0} $ , $4.2095 \cdot 10^{4} $ 
$4275 $ , $1.1892 \cdot 10^{-10} $ , $5.1135 \cdot 10^{-7} $ , $2.1988 \cdot 10^{-3} $ , $9.4549 \cdot 10^{0} $ , $4.0656 \cdot 10^{4} $ 
$4300 $ , $1.1228 \cdot 10^{-10} $ , $4.8560 \cdot 10^{-7} $ , $2.1003 \cdot 10^{-3} $ , $9.0835 \cdot 10^{0} $ , $3.9286 \cdot 10^{4} $ 
$4325 $ , $1.0608 \cdot 10^{-10} $ , $4.6142 \cdot 10^{-7} $ , $2.0072 \cdot 10^{-3} $ , $8.7311 \cdot 10^{0} $ , $3.7980 \cdot 10^{4} $ 
$4350 $ , $1.0027 \cdot 10^{-10} $ , $4.3868 \cdot 10^{-7} $ , $1.9193 \cdot 10^{-3} $ , $8.3966 \cdot 10^{0} $ , $3.6735 \cdot 10^{4} $ 
$4375 $ , $9.4838 \cdot 10^{-11} $ , $4.1729 \cdot 10^{-7} $ , $1.8361 \cdot 10^{-3} $ , $8.0787 \cdot 10^{0} $ , $3.5546 \cdot 10^{4} $ 
$4400 $ , $8.9750 \cdot 10^{-11} $ , $3.9715 \cdot 10^{-7} $ , $1.7574 \cdot 10^{-3} $ , $7.7763 \cdot 10^{0} $ , $3.4411 \cdot 10^{4} $ 
$4425 $ , $8.4980 \cdot 10^{-11} $ , $3.7816 \cdot 10^{-7} $ , $1.6829 \cdot 10^{-3} $ , $7.4885 \cdot 10^{0} $ , $3.3324 \cdot 10^{4} $ 
$4450 $ , $8.0504 \cdot 10^{-11} $ , $3.6026 \cdot 10^{-7} $ , $1.6122 \cdot 10^{-3} $ , $7.2143 \cdot 10^{0} $ , $3.2284 \cdot 10^{4} $ 
$4475 $ , $7.6299 \cdot 10^{-11} $ , $3.4335 \cdot 10^{-7} $ , $1.5451 \cdot 10^{-3} $ , $6.9528 \cdot 10^{0} $ , $3.1288 \cdot 10^{4} $ 
$4500 $ , $7.2348 \cdot 10^{-11} $ , $3.2738 \cdot 10^{-7} $ , $1.4814 \cdot 10^{-3} $ , $6.7032 \cdot 10^{0} $ , $3.0332 \cdot 10^{4} $ 
$4525 $ , $6.8630 \cdot 10^{-11} $ , $3.1227 \cdot 10^{-7} $ , $1.4209 \cdot 10^{-3} $ , $6.4647 \cdot 10^{0} $ , $2.9415 \cdot 10^{4} $ 
$4550 $ , $6.5129 \cdot 10^{-11} $ , $2.9797 \cdot 10^{-7} $ , $1.3632 \cdot 10^{-3} $ , $6.2366 \cdot 10^{0} $ , $2.8533 \cdot 10^{4} $ 
$4575 $ , $6.1830 \cdot 10^{-11} $ , $2.8442 \cdot 10^{-7} $ , $1.3084 \cdot 10^{-3} $ , $6.0183 \cdot 10^{0} $ , $2.7685 \cdot 10^{4} $ 
$4600 $ , $5.8720 \cdot 10^{-11} $ , $2.7158 \cdot 10^{-7} $ , $1.2561 \cdot 10^{-3} $ , $5.8093 \cdot 10^{0} $ , $2.6868 \cdot 10^{4} $ 
$4625 $ , $5.5784 \cdot 10^{-11} $ , $2.5940 \cdot 10^{-7} $ , $1.2062 \cdot 10^{-3} $ , $5.6088 \cdot 10^{0} $ , $2.6081 \cdot 10^{4} $ 
$4650 $ , $5.3011 \cdot 10^{-11} $ , $2.4783 \cdot 10^{-7} $ , $1.1586 \cdot 10^{-3} $ , $5.4164 \cdot 10^{0} $ , $2.5322 \cdot 10^{4} $ 
$4675 $ , $5.0390 \cdot 10^{-11} $ , $2.3683 \cdot 10^{-7} $ , $1.1131 \cdot 10^{-3} $ , $5.2316 \cdot 10^{0} $ , $2.4589 \cdot 10^{4} $ 
$4700 $ , $4.7912 \cdot 10^{-11} $ , $2.2638 \cdot 10^{-7} $ , $1.0697 \cdot 10^{-3} $ , $5.0541 \cdot 10^{0} $ , $2.3881 \cdot 10^{4} $ 
$4725 $ , $4.5566 \cdot 10^{-11} $ , $2.1644 \cdot 10^{-7} $ , $1.0281 \cdot 10^{-3} $ , $4.8834 \cdot 10^{0} $ , $2.3196 \cdot 10^{4} $ 
$4750 $ , $4.3345 \cdot 10^{-11} $ , $2.0697 \cdot 10^{-7} $ , $9.8828 \cdot 10^{-4} $ , $4.7191 \cdot 10^{0} $ , $2.2534 \cdot 10^{4} $ 
$4775 $ , $4.1241 \cdot 10^{-11} $ , $1.9796 \cdot 10^{-7} $ , $9.5019 \cdot 10^{-4} $ , $4.5609 \cdot 10^{0} $ , $2.1893 \cdot 10^{4} $ 
$4800 $ , $3.9247 \cdot 10^{-11} $ , $1.8937 \cdot 10^{-7} $ , $9.1368 \cdot 10^{-4} $ , $4.4085 \cdot 10^{0} $ , $2.1271 \cdot 10^{4} $ 
$4825 $ , $3.7355 \cdot 10^{-11} $ , $1.8117 \cdot 10^{-7} $ , $8.7867 \cdot 10^{-4} $ , $4.2616 \cdot 10^{0} $ , $2.0669 \cdot 10^{4} $ 
$4850 $ , $3.5560 \cdot 10^{-11} $ , $1.7336 \cdot 10^{-7} $ , $8.4509 \cdot 10^{-4} $ , $4.1199 \cdot 10^{0} $ , $2.0085 \cdot 10^{4} $ 
$4875 $ , $3.3856 \cdot 10^{-11} $ , $1.6590 \cdot 10^{-7} $ , $8.1287 \cdot 10^{-4} $ , $3.9831 \cdot 10^{0} $ , $1.9517 \cdot 10^{4} $ 
$4900 $ , $3.2238 \cdot 10^{-11} $ , $1.5878 \cdot 10^{-7} $ , $7.8195 \cdot 10^{-4} $ , $3.8511 \cdot 10^{0} $ , $1.8967 \cdot 10^{4} $ 
$4925 $ , $3.0701 \cdot 10^{-11} $ , $1.5197 \cdot 10^{-7} $ , $7.5225 \cdot 10^{-4} $ , $3.7237 \cdot 10^{0} $ , $1.8432 \cdot 10^{4} $ 
$4950 $ , $2.9241 \cdot 10^{-11} $ , $1.4548 \cdot 10^{-7} $ , $7.2373 \cdot 10^{-4} $ , $3.6006 \cdot 10^{0} $ , $1.7913 \cdot 10^{4} $ 
$4975 $ , $2.7853 \cdot 10^{-11} $ , $1.3927 \cdot 10^{-7} $ , $6.9632 \cdot 10^{-4} $ , $3.4816 \cdot 10^{0} $ , $1.7408 \cdot 10^{4} $ 
$5000 $ , $2.6533 \cdot 10^{-11} $ , $1.3333 \cdot 10^{-7} $ , $6.6997 \cdot 10^{-4} $ , $3.3666 \cdot 10^{0} $ , $1.6918 \cdot 10^{4} $ 
$5025 $ , $2.5278 \cdot 10^{-11} $ , $1.2766 \cdot 10^{-7} $ , $6.4464 \cdot 10^{-4} $ , $3.2555 \cdot 10^{0} $ , $1.6440 \cdot 10^{4} $ 
$5050 $ , $2.4084 \cdot 10^{-11} $ , $1.2223 \cdot 10^{-7} $ , $6.2028 \cdot 10^{-4} $ , $3.1480 \cdot 10^{0} $ , $1.5976 \cdot 10^{4} $ 
$5075 $ , $2.2947 \cdot 10^{-11} $ , $1.1703 \cdot 10^{-7} $ , $5.9685 \cdot 10^{-4} $ , $3.0440 \cdot 10^{0} $ , $1.5525 \cdot 10^{4} $ 
$5100 $ , $2.1866 \cdot 10^{-11} $ , $1.1207 \cdot 10^{-7} $ , $5.7432 \cdot 10^{-4} $ , $2.9434 \cdot 10^{0} $ , $1.5085 \cdot 10^{4} $ 
$5125 $ , $2.0837 \cdot 10^{-11} $ , $1.0731 \cdot 10^{-7} $ , $5.5263 \cdot 10^{-4} $ , $2.8461 \cdot 10^{0} $ , $1.4657 \cdot 10^{4} $ 
$5150 $ , $1.9857 \cdot 10^{-11} $ , $1.0276 \cdot 10^{-7} $ , $5.3176 \cdot 10^{-4} $ , $2.7519 \cdot 10^{0} $ , $1.4241 \cdot 10^{4} $ 
$5175 $ , $1.8923 \cdot 10^{-11} $ , $9.8399 \cdot 10^{-8} $ , $5.1168 \cdot 10^{-4} $ , $2.6607 \cdot 10^{0} $ , $1.3836 \cdot 10^{4} $ 
$5200 $ , $1.8035 \cdot 10^{-11} $ , $9.4229 \cdot 10^{-8} $ , $4.9235 \cdot 10^{-4} $ , $2.5725 \cdot 10^{0} $ , $1.3442 \cdot 10^{4} $ 
$5225 $ , $1.7188 \cdot 10^{-11} $ , $9.0235 \cdot 10^{-8} $ , $4.7374 \cdot 10^{-4} $ , $2.4872 \cdot 10^{0} $ , $1.3058 \cdot 10^{4} $ 
$5250 $ , $1.6382 \cdot 10^{-11} $ , $8.6412 \cdot 10^{-8} $ , $4.5582 \cdot 10^{-4} $ , $2.4045 \cdot 10^{0} $ , $1.2684 \cdot 10^{4} $ 
$5275 $ , $1.5614 \cdot 10^{-11} $ , $8.2750 \cdot 10^{-8} $ , $4.3858 \cdot 10^{-4} $ , $2.3245 \cdot 10^{0} $ , $1.2320 \cdot 10^{4} $ 
$5300 $ , $1.5091 \cdot 10^{-11} $ , $8.1491 \cdot 10^{-8} $ , $4.4006 \cdot 10^{-4} $ , $2.3763 \cdot 10^{0} $ , $1.2832 \cdot 10^{4} $ 
$5400 $ , $1.2453 \cdot 10^{-11} $ , $6.8490 \cdot 10^{-8} $ , $3.7669 \cdot 10^{-4} $ , $2.0718 \cdot 10^{0} $ , $1.1395 \cdot 10^{4} $ 
$5500 $ , $1.0277 \cdot 10^{-11} $ , $5.7549 \cdot 10^{-8} $ , $3.2228 \cdot 10^{-4} $ , $1.8048 \cdot 10^{0} $ , $1.0107 \cdot 10^{4} $ 
$5600 $ , $8.4808 \cdot 10^{-12} $ , $4.8341 \cdot 10^{-8} $ , $2.7554 \cdot 10^{-4} $ , $1.5706 \cdot 10^{0} $ , $8.9523 \cdot 10^{3} $ 
$5700 $ , $6.9982 \cdot 10^{-12} $ , $4.0590 \cdot 10^{-8} $ , $2.3542 \cdot 10^{-4} $ , $1.3655 \cdot 10^{0} $ , $7.9195 \cdot 10^{3} $ 
$5800 $ , $5.7741 \cdot 10^{-12} $ , $3.4067 \cdot 10^{-8} $ , $2.0100 \cdot 10^{-4} $ , $1.1859 \cdot 10^{0} $ , $6.9966 \cdot 10^{3} $ 
$5900 $ , $4.7632 \cdot 10^{-12} $ , $2.8579 \cdot 10^{-8} $ , $1.7148 \cdot 10^{-4} $ , $1.0289 \cdot 10^{0} $ , $6.1731 \cdot 10^{3} $ 
$6000 $ , $3.9286 \cdot 10^{-12} $ , $2.3965 \cdot 10^{-8} $ , $1.4619 \cdot 10^{-4} $ , $8.9172 \cdot 10^{-1} $ , $5.4395 \cdot 10^{3} $ 
$6100 $ , $3.2397 \cdot 10^{-12} $ , $2.0086 \cdot 10^{-8} $ , $1.2454 \cdot 10^{-4} $ , $7.7210 \cdot 10^{-1} $ , $4.7870 \cdot 10^{3} $ 
$6200 $ , $2.6710 \cdot 10^{-12} $ , $1.6828 \cdot 10^{-8} $ , $1.0602 \cdot 10^{-4} $ , $6.6788 \cdot 10^{-1} $ , $4.2077 \cdot 10^{3} $ 
$6300 $ , $2.2018 \cdot 10^{-12} $ , $1.4092 \cdot 10^{-8} $ , $9.0184 \cdot 10^{-5} $ , $5.7718 \cdot 10^{-1} $ , $3.6939 \cdot 10^{3} $ 
$6400 $ , $1.8146 \cdot 10^{-12} $ , $1.1795 \cdot 10^{-8} $ , $7.6666 \cdot 10^{-5} $ , $4.9833 \cdot 10^{-1} $ , $3.2392 \cdot 10^{3} $ 
$6500 $ , $1.4952 \cdot 10^{-12} $ , $9.8684 \cdot 10^{-9} $ , $6.5131 \cdot 10^{-5} $ , $4.2987 \cdot 10^{-1} $ , $2.8371 \cdot 10^{3} $ 
$6600 $ , $1.2319 \cdot 10^{-12} $ , $8.2532 \cdot 10^{-9} $ , $5.5297 \cdot 10^{-5} $ , $3.7049 \cdot 10^{-1} $ , $2.4823 \cdot 10^{3} $ 
$6700 $ , $1.0147 \cdot 10^{-12} $ , $6.8997 \cdot 10^{-9} $ , $4.6918 \cdot 10^{-5} $ , $3.1904 \cdot 10^{-1} $ , $2.1695 \cdot 10^{3} $ 
$6800 $ , $8.3563 \cdot 10^{-13} $ , $5.7659 \cdot 10^{-9} $ , $3.9785 \cdot 10^{-5} $ , $2.7452 \cdot 10^{-1} $ , $1.8942 \cdot 10^{3} $ 
$6900 $ , $6.8807 \cdot 10^{-13} $ , $4.8165 \cdot 10^{-9} $ , $3.3716 \cdot 10^{-5} $ , $2.3601 \cdot 10^{-1} $ , $1.6521 \cdot 10^{3} $ 
$7000 $ , $5.6649 \cdot 10^{-13} $ , $4.0221 \cdot 10^{-9} $ , $2.8557 \cdot 10^{-5} $ , $2.0276 \cdot 10^{-1} $ , $1.4396 \cdot 10^{3} $ 
$7100 $ , $4.6632 \cdot 10^{-13} $ , $3.3575 \cdot 10^{-9} $ , $2.4174 \cdot 10^{-5} $ , $1.7405 \cdot 10^{-1} $ , $1.2532 \cdot 10^{3} $ 
$7200 $ , $3.8379 \cdot 10^{-13} $ , $2.8017 \cdot 10^{-9} $ , $2.0452 \cdot 10^{-5} $ , $1.4930 \cdot 10^{-1} $ , $1.0899 \cdot 10^{3} $ 
$7300 $ , $3.1583 \cdot 10^{-13} $ , $2.3372 \cdot 10^{-9} $ , $1.7295 \cdot 10^{-5} $ , $1.2799 \cdot 10^{-1} $ , $9.4706 \cdot 10^{2} $ 
$7400 $ , $2.5987 \cdot 10^{-13} $ , $1.9491 \cdot 10^{-9} $ , $1.4618 \cdot 10^{-5} $ , $1.0964 \cdot 10^{-1} $ , $8.2224 \cdot 10^{2} $ 
$7500 $ , $2.1380 \cdot 10^{-13} $ , $1.6249 \cdot 10^{-9} $ , $1.2349 \cdot 10^{-5} $ , $9.3851 \cdot 10^{-2} $ , $7.1327 \cdot 10^{2} $ 
$7600 $ , $1.7587 \cdot 10^{-13} $ , $1.3542 \cdot 10^{-9} $ , $1.0428 \cdot 10^{-5} $ , $8.0290 \cdot 10^{-2} $ , $6.1824 \cdot 10^{2} $ 
$7700 $ , $1.4466 \cdot 10^{-13} $ , $1.1284 \cdot 10^{-9} $ , $8.8008 \cdot 10^{-6} $ , $6.8646 \cdot 10^{-2} $ , $5.3544 \cdot 10^{2} $ 
$7800 $ , $1.1897 \cdot 10^{-13} $ , $9.3984 \cdot 10^{-10} $ , $7.4247 \cdot 10^{-6} $ , $5.8655 \cdot 10^{-2} $ , $4.6338 \cdot 10^{2} $ 
$7900 $ , $9.7830 \cdot 10^{-14} $ , $7.8264 \cdot 10^{-10} $ , $6.2611 \cdot 10^{-6} $ , $5.0089 \cdot 10^{-2} $ , $4.0072 \cdot 10^{2} $ 
$8000 $ , $8.0442 \cdot 10^{-14} $ , $6.5158 \cdot 10^{-10} $ , $5.2778 \cdot 10^{-6} $ , $4.2750 \cdot 10^{-2} $ , $3.4628 \cdot 10^{2} $ 
$8100 $ , $6.6138 \cdot 10^{-14} $ , $5.4233 \cdot 10^{-10} $ , $4.4471 \cdot 10^{-6} $ , $3.6467 \cdot 10^{-2} $ , $2.9903 \cdot 10^{2} $ 
$8200 $ , $5.4372 \cdot 10^{-14} $ , $4.5129 \cdot 10^{-10} $ , $3.7457 \cdot 10^{-6} $ , $3.1090 \cdot 10^{-2} $ , $2.5804 \cdot 10^{2} $ 
$8300 $ , $4.4695 \cdot 10^{-14} $ , $3.7544 \cdot 10^{-10} $ , $3.1537 \cdot 10^{-6} $ , $2.6491 \cdot 10^{-2} $ , $2.2253 \cdot 10^{2} $ 
$8400 $ , $3.6738 \cdot 10^{-14} $ , $3.1228 \cdot 10^{-10} $ , $2.6544 \cdot 10^{-6} $ , $2.2562 \cdot 10^{-2} $ , $1.9178 \cdot 10^{2} $ 
$8500 $ , $3.0196 \cdot 10^{-14} $ , $2.5969 \cdot 10^{-10} $ , $2.2333 \cdot 10^{-6} $ , $1.9207 \cdot 10^{-2} $ , $1.6518 \cdot 10^{2} $ 
$8600 $ , $2.4817 \cdot 10^{-14} $ , $2.1591 \cdot 10^{-10} $ , $1.8784 \cdot 10^{-6} $ , $1.6342 \cdot 10^{-2} $ , $1.4218 \cdot 10^{2} $ 
$8700 $ , $2.0395 \cdot 10^{-14} $ , $1.7948 \cdot 10^{-10} $ , $1.5794 \cdot 10^{-6} $ , $1.3899 \cdot 10^{-2} $ , $1.2231 \cdot 10^{2} $ 
$8800 $ , $1.6760 \cdot 10^{-14} $ , $1.4917 \cdot 10^{-10} $ , $1.3276 \cdot 10^{-6} $ , $1.1816 \cdot 10^{-2} $ , $1.0516 \cdot 10^{2} $ 
$8900 $ , $1.3772 \cdot 10^{-14} $ , $1.2395 \cdot 10^{-10} $ , $1.1156 \cdot 10^{-6} $ , $1.0040 \cdot 10^{-2} $ , $9.0358 \cdot 10^{1} $ 
$9000 $ , $1.1317 \cdot 10^{-14} $ , $1.0298 \cdot 10^{-10} $ , $9.3712 \cdot 10^{-7} $ , $8.5278 \cdot 10^{-3} $ , $7.7603 \cdot 10^{1} $ 
$9100 $ , $9.2984 \cdot 10^{-15} $ , $8.5545 \cdot 10^{-11} $ , $7.8702 \cdot 10^{-7} $ , $7.2406 \cdot 10^{-3} $ , $6.6613 \cdot 10^{1} $ 
$9200 $ , $7.6401 \cdot 10^{-15} $ , $7.1053 \cdot 10^{-11} $ , $6.6079 \cdot 10^{-7} $ , $6.1453 \cdot 10^{-3} $ , $5.7152 \cdot 10^{1} $ 
$9300 $ , $6.2772 \cdot 10^{-15} $ , $5.9005 \cdot 10^{-11} $ , $5.5465 \cdot 10^{-7} $ , $5.2137 \cdot 10^{-3} $ , $4.9009 \cdot 10^{1} $ 
$9400 $ , $5.1574 \cdot 10^{-15} $ , $4.8995 \cdot 10^{-11} $ , $4.6546 \cdot 10^{-7} $ , $4.4218 \cdot 10^{-3} $ , $4.2007 \cdot 10^{1} $ 
$9500 $ , $4.2373 \cdot 10^{-15} $ , $4.0679 \cdot 10^{-11} $ , $3.9051 \cdot 10^{-7} $ , $3.7489 \cdot 10^{-3} $ , $3.5990 \cdot 10^{1} $ 
$9600 $ , $3.4814 \cdot 10^{-15} $ , $3.3770 \cdot 10^{-11} $ , $3.2757 \cdot 10^{-7} $ , $3.1774 \cdot 10^{-3} $ , $3.0821 \cdot 10^{1} $ 
$9700 $ , $2.8603 \cdot 10^{-15} $ , $2.8031 \cdot 10^{-11} $ , $2.7471 \cdot 10^{-7} $ , $2.6921 \cdot 10^{-3} $ , $2.6383 \cdot 10^{1} $ 
$9800 $ , $2.3501 \cdot 10^{-15} $ , $2.3266 \cdot 10^{-11} $ , $2.3033 \cdot 10^{-7} $ , $2.2803 \cdot 10^{-3} $ , $2.2575 \cdot 10^{1} $ 
$9900 $ , $1.9309 \cdot 10^{-15} $ , $1.9309 \cdot 10^{-11} $ , $1.9309 \cdot 10^{-7} $ , $1.9309 \cdot 10^{-3} $ , $1.9309 \cdot 10^{1} $ 
$10000 $ , $2.1834 \cdot 10^{-15} $ , $3.0349 \cdot 10^{-11} $ , $4.2185 \cdot 10^{-7} $ , $5.8638 \cdot 10^{-3} $ , $8.1506 \cdot 10^{1} $ 
